Dataset,Model,Resampling,Threshold,Train_Size,Train_Qt_Class_0,Train_Qt_Class_1,Test_Size,Test_Qt_Class_0,Test_Qt_Class_1,Feature,N_Terms,Tp,Fp,Tn,Fn,Acc_0,Acc_1,Balanced_Acc,Precision,Recall,Fmeasure
Eclipse,knn,bootstrap,352,5952,5717,235,1983,1905,78,Description_Summary,200,1905,78,0,0,0.960665658093797,NA,NA,0.960665658093797,1,0.979938271604938
Eclipse,knn,bootstrap,384,5952,5754,198,1983,1917,66,Description_Summary,200,1917,66,0,0,0.966717095310136,NA,NA,0.966717095310136,1,0.983076923076923
Eclipse,knn,bootstrap,416,5952,5782,170,1983,1927,56,Description_Summary,200,1927,56,0,0,0.971759959657085,NA,NA,0.971759959657085,1,0.985677749360614
Eclipse,knn,bootstrap,448,5952,5814,138,1983,1937,46,Description_Summary,200,1937,46,0,0,0.976802824004034,NA,NA,0.976802824004034,1,0.988265306122449
Eclipse,knn,bootstrap,480,5952,5830,122,1983,1943,40,Description_Summary,200,1943,40,0,0,0.979828542612204,NA,NA,0.979828542612204,1,0.989811512990321
Eclipse,knn,bootstrap,512,5952,5844,108,1983,1947,36,Description_Summary,200,1947,36,0,0,0.981845688350983,NA,NA,0.981845688350983,1,0.990839694656489
Eclipse,knn,cv52,4,5952,2595,3357,1983,865,1118,Description_Summary,200,302,302,563,816,0.5,0.40826686004351,0.454133430021755,0.5,0.270125223613596,0.35075493612079
Eclipse,knn,cv52,8,5952,3174,2778,1983,1058,925,Description_Summary,200,526,418,532,507,0.557203389830508,0.512030798845043,0.534617094337776,0.557203389830508,0.50919651500484,0.532119372787051
Eclipse,knn,cv52,12,5952,3423,2529,1983,1140,843,Description_Summary,200,727,474,413,369,0.605328892589509,0.528132992327366,0.566730942458437,0.605328892589509,0.663321167883212,0.632999564649543
Eclipse,knn,cv52,16,5952,3665,2287,1983,1221,762,Description_Summary,200,812,463,409,299,0.636862745098039,0.577683615819209,0.607273180458624,0.636862745098039,0.730873087308731,0.680637049455155
Eclipse,knn,cv52,20,5952,3812,2140,1983,1270,713,Description_Summary,200,930,506,340,207,0.647632311977716,0.621572212065813,0.634602262021765,0.647632311977716,0.817941952506596,0.72289156626506
Eclipse,knn,cv52,24,5952,3977,1975,1983,1325,658,Description_Summary,200,1000,490,325,168,0.671140939597315,0.659229208924949,0.665185074261132,0.671140939597315,0.856164383561644,0.752445447705042
Eclipse,knn,cv52,28,5952,4095,1857,1983,1364,619,Description_Summary,200,1096,498,268,121,0.687578419071518,0.688946015424165,0.688262217247841,0.687578419071518,0.900575184880855,0.779793667733902
Eclipse,knn,cv52,32,5952,4204,1748,1983,1401,582,Description_Summary,200,1201,499,200,83,0.706470588235294,0.706713780918728,0.706592184577011,0.706470588235294,0.935358255451713,0.804959785522788
Eclipse,knn,cv52,64,5952,4740,1212,1983,1579,404,Description_Summary,200,1492,369,87,35,0.801719505642128,0.713114754098361,0.757417129870244,0.801719505642128,0.977079240340537,0.880755608028335
Eclipse,knn,cv52,96,5952,4998,954,1983,1666,317,Description_Summary,200,1624,305,42,12,0.841886988076724,0.777777777777778,0.809832382927251,0.841886988076724,0.992665036674817,0.911079943899018
Eclipse,knn,cv52,128,5952,5191,761,1983,1730,253,Description_Summary,200,1705,246,25,7,0.873910814966684,0.78125,0.827580407483342,0.873910814966684,0.995911214953271,0.930930930930931
Eclipse,knn,cv52,160,5952,5319,633,1983,1773,210,Description_Summary,200,1771,210,2,0,0.893992932862191,1,0.946996466431095,0.893992932862191,1,0.944029850746269
Eclipse,knn,cv52,192,5952,5406,546,1983,1802,181,Description_Summary,200,1802,181,0,0,0.908724155320222,NA,NA,0.908724155320222,1,0.95217965653897
Eclipse,knn,cv52,224,5952,5507,445,1983,1835,148,Description_Summary,200,1834,148,1,0,0.925327951564077,1,0.962663975782038,0.925327951564077,1,0.961215932914046
Eclipse,knn,cv52,256,5952,5571,381,1983,1856,127,Description_Summary,200,1855,127,1,0,0.935923309788093,1,0.967961654894046,0.935923309788093,1,0.966901224915298
Eclipse,knn,cv52,288,5952,5619,333,1983,1873,110,Description_Summary,200,1872,110,1,0,0.944500504540868,1,0.972250252270434,0.944500504540868,1,0.97145822522055
Eclipse,knn,cv52,320,5952,5667,285,1983,1888,95,Description_Summary,200,1888,95,0,0,0.952092788703984,NA,NA,0.952092788703984,1,0.975458537845518
Eclipse,knn,cv52,352,5952,5717,235,1983,1905,78,Description_Summary,200,1904,78,1,0,0.960645812310797,1,0.980322906155399,0.960645812310797,1,0.979927946474524
Eclipse,knn,cv52,384,5952,5754,198,1983,1917,66,Description_Summary,200,1917,66,0,0,0.966717095310136,NA,NA,0.966717095310136,1,0.983076923076923
Eclipse,knn,cv52,416,5952,5782,170,1983,1927,56,Description_Summary,200,1927,56,0,0,0.971759959657085,NA,NA,0.971759959657085,1,0.985677749360614
Eclipse,knn,cv52,448,5952,5814,138,1983,1937,46,Description_Summary,200,1937,46,0,0,0.976802824004034,NA,NA,0.976802824004034,1,0.988265306122449
Eclipse,knn,cv52,480,5952,5830,122,1983,1943,40,Description_Summary,200,1943,40,0,0,0.979828542612204,NA,NA,0.979828542612204,1,0.989811512990321
Eclipse,knn,cv52,512,5952,5844,108,1983,1947,36,Description_Summary,200,1947,36,0,0,0.981845688350983,NA,NA,0.981845688350983,1,0.990839694656489
Eclipse,rf,bootstrap,4,5952,2595,3357,1983,865,1118,Description_Summary,200,280,246,585,872,0.532319391634981,0.401509951956074,0.466914671795528,0.532319391634981,0.243055555555556,0.33373063170441
Eclipse,rf,bootstrap,8,5952,3174,2778,1983,1058,925,Description_Summary,200,775,587,283,338,0.569016152716593,0.455716586151369,0.512366369433981,0.569016152716593,0.696316262353998,0.626262626262626
Eclipse,rf,bootstrap,12,5952,3423,2529,1983,1140,843,Description_Summary,200,975,643,165,200,0.602595797280593,0.452054794520548,0.527325295900571,0.602595797280593,0.829787234042553,0.698174006444683
Eclipse,rf,bootstrap,16,5952,3665,2287,1983,1221,762,Description_Summary,200,1158,694,63,68,0.625269978401728,0.480916030534351,0.55309300446804,0.625269978401728,0.944535073409462,0.752436647173489
Eclipse,rf,bootstrap,20,5952,3812,2140,1983,1270,713,Description_Summary,200,1253,698,17,15,0.642234751409534,0.53125,0.586742375704767,0.642234751409534,0.988170347003155,0.778502640571606
Eclipse,rf,bootstrap,24,5952,3977,1975,1983,1325,658,Description_Summary,200,1319,649,6,9,0.670223577235772,0.4,0.535111788617886,0.670223577235772,0.993222891566265,0.800364077669903
Eclipse,rf,bootstrap,28,5952,4095,1857,1983,1364,619,Description_Summary,200,1360,608,4,11,0.691056910569106,0.266666666666667,0.478861788617886,0.691056910569106,0.991976659372721,0.814615154237796
Eclipse,rf,bootstrap,32,5952,4204,1748,1983,1401,582,Description_Summary,200,1397,577,4,5,0.707700101317123,0.444444444444444,0.576072272880783,0.707700101317123,0.996433666191155,0.82760663507109
Eclipse,rf,bootstrap,64,5952,4740,1212,1983,1579,404,Description_Summary,200,1579,404,0,0,0.796268280383258,NA,NA,0.796268280383258,1,0.88658057271196
Eclipse,rf,bootstrap,96,5952,4998,954,1983,1666,317,Description_Summary,200,1666,317,0,0,0.840141200201715,NA,NA,0.840141200201715,1,0.913126884077829
Eclipse,rf,bootstrap,128,5952,5191,761,1983,1730,253,Description_Summary,200,1730,253,0,0,0.872415532022189,NA,NA,0.872415532022189,1,0.931861028817668
Eclipse,rf,bootstrap,160,5952,5319,633,1983,1773,210,Description_Summary,200,1773,210,0,0,0.89409984871407,NA,NA,0.89409984871407,1,0.94408945686901
Eclipse,rf,bootstrap,192,5952,5406,546,1983,1802,181,Description_Summary,200,1802,181,0,0,0.908724155320222,NA,NA,0.908724155320222,1,0.95217965653897
Eclipse,rf,bootstrap,224,5952,5507,445,1983,1835,148,Description_Summary,200,1835,148,0,0,0.925365607665154,NA,NA,0.925365607665154,1,0.961236249345207
Eclipse,rf,bootstrap,256,5952,5571,381,1983,1856,127,Description_Summary,200,1856,127,0,0,0.935955622793747,NA,NA,0.935955622793747,1,0.966918468351133
Eclipse,rf,bootstrap,288,5952,5619,333,1983,1873,110,Description_Summary,200,1873,110,0,0,0.94452849218356,NA,NA,0.94452849218356,1,0.971473029045643
Eclipse,rf,bootstrap,320,5952,5667,285,1983,1888,95,Description_Summary,200,1888,95,0,0,0.952092788703984,NA,NA,0.952092788703984,1,0.975458537845518
Eclipse,rf,bootstrap,352,5952,5717,235,1983,1905,78,Description_Summary,200,1905,78,0,0,0.960665658093797,NA,NA,0.960665658093797,1,0.979938271604938
Eclipse,rf,bootstrap,384,5952,5754,198,1983,1917,66,Description_Summary,200,1917,66,0,0,0.966717095310136,NA,NA,0.966717095310136,1,0.983076923076923
Eclipse,rf,bootstrap,416,5952,5782,170,1983,1927,56,Description_Summary,200,1927,56,0,0,0.971759959657085,NA,NA,0.971759959657085,1,0.985677749360614
Eclipse,rf,bootstrap,448,5952,5814,138,1983,1937,46,Description_Summary,200,1937,46,0,0,0.976802824004034,NA,NA,0.976802824004034,1,0.988265306122449
Eclipse,rf,bootstrap,480,5952,5830,122,1983,1943,40,Description_Summary,200,1943,40,0,0,0.979828542612204,NA,NA,0.979828542612204,1,0.989811512990321
Eclipse,rf,bootstrap,512,5952,5844,108,1983,1947,36,Description_Summary,200,1947,36,0,0,0.981845688350983,NA,NA,0.981845688350983,1,0.990839694656489
Eclipse,rf,cv52,4,5952,2595,3357,1983,865,1118,Description_Summary,200,267,237,598,881,0.529761904761905,0.404327248140636,0.46704457645127,0.529761904761905,0.232578397212544,0.323244552058111
Eclipse,rf,cv52,8,5952,3174,2778,1983,1058,925,Description_Summary,200,777,563,281,362,0.579850746268657,0.43701399688958,0.508432371579118,0.579850746268657,0.682177348551361,0.626865671641791
Eclipse,rf,cv52,12,5952,3423,2529,1983,1140,843,Description_Summary,200,963,667,177,176,0.59079754601227,0.501416430594901,0.546106988303585,0.59079754601227,0.845478489903424,0.695557963163597
Eclipse,rf,cv52,16,5952,3665,2287,1983,1221,762,Description_Summary,200,1162,700,59,62,0.62406015037594,0.487603305785124,0.555831728080532,0.62406015037594,0.949346405228758,0.753078418664938
Eclipse,rf,cv52,20,5952,3812,2140,1983,1270,713,Description_Summary,200,1254,701,16,12,0.641432225063939,0.571428571428571,0.606430398246255,0.641432225063939,0.990521327014218,0.77864017385905
Eclipse,rf,cv52,24,5952,3977,1975,1983,1325,658,Description_Summary,200,1317,650,8,8,0.669547534316218,0.5,0.584773767158109,0.669547534316218,0.993962264150943,0.800121506682868
Eclipse,rf,cv52,28,5952,4095,1857,1983,1364,619,Description_Summary,200,1357,609,7,10,0.690233977619532,0.411764705882353,0.550999341750942,0.690233977619532,0.992684711046086,0.814281428142814
Eclipse,rf,cv52,32,5952,4204,1748,1983,1401,582,Description_Summary,200,1397,577,4,5,0.707700101317123,0.444444444444444,0.576072272880783,0.707700101317123,0.996433666191155,0.82760663507109
Eclipse,rf,cv52,64,5952,4740,1212,1983,1579,404,Description_Summary,200,1579,404,0,0,0.796268280383258,NA,NA,0.796268280383258,1,0.88658057271196
Eclipse,rf,cv52,96,5952,4998,954,1983,1666,317,Description_Summary,200,1666,317,0,0,0.840141200201715,NA,NA,0.840141200201715,1,0.913126884077829
Eclipse,rf,cv52,128,5952,5191,761,1983,1730,253,Description_Summary,200,1730,253,0,0,0.872415532022189,NA,NA,0.872415532022189,1,0.931861028817668
Eclipse,rf,cv52,160,5952,5319,633,1983,1773,210,Description_Summary,200,1773,210,0,0,0.89409984871407,NA,NA,0.89409984871407,1,0.94408945686901
Eclipse,rf,cv52,192,5952,5406,546,1983,1802,181,Description_Summary,200,1802,181,0,0,0.908724155320222,NA,NA,0.908724155320222,1,0.95217965653897
Eclipse,rf,cv52,224,5952,5507,445,1983,1835,148,Description_Summary,200,1835,148,0,0,0.925365607665154,NA,NA,0.925365607665154,1,0.961236249345207
Eclipse,rf,cv52,256,5952,5571,381,1983,1856,127,Description_Summary,200,1856,127,0,0,0.935955622793747,NA,NA,0.935955622793747,1,0.966918468351133
Eclipse,rf,cv52,288,5952,5619,333,1983,1873,110,Description_Summary,200,1873,110,0,0,0.94452849218356,NA,NA,0.94452849218356,1,0.971473029045643
Eclipse,rf,cv52,320,5952,5667,285,1983,1888,95,Description_Summary,200,1888,95,0,0,0.952092788703984,NA,NA,0.952092788703984,1,0.975458537845518
Eclipse,rf,cv52,352,5952,5717,235,1983,1905,78,Description_Summary,200,1905,78,0,0,0.960665658093797,NA,NA,0.960665658093797,1,0.979938271604938
Eclipse,rf,cv52,384,5952,5754,198,1983,1917,66,Description_Summary,200,1917,66,0,0,0.966717095310136,NA,NA,0.966717095310136,1,0.983076923076923
Eclipse,rf,cv52,416,5952,5782,170,1983,1927,56,Description_Summary,200,1927,56,0,0,0.971759959657085,NA,NA,0.971759959657085,1,0.985677749360614
Eclipse,rf,cv52,448,5952,5814,138,1983,1937,46,Description_Summary,200,1937,46,0,0,0.976802824004034,NA,NA,0.976802824004034,1,0.988265306122449
Eclipse,rf,cv52,480,5952,5830,122,1983,1943,40,Description_Summary,200,1943,40,0,0,0.979828542612204,NA,NA,0.979828542612204,1,0.989811512990321
Eclipse,rf,cv52,512,5952,5844,108,1983,1947,36,Description_Summary,200,1947,36,0,0,0.981845688350983,NA,NA,0.981845688350983,1,0.990839694656489
Eclipse,svm,bootstrap,4,5952,2595,3357,1983,865,1118,Description_Summary,200,221,184,644,934,0.545679012345679,0.408111533586819,0.476895272966249,0.545679012345679,0.191341991341991,0.283333333333333
Eclipse,svm,bootstrap,8,5952,3174,2778,1983,1058,925,Description_Summary,200,827,642,231,283,0.562968005445882,0.449416342412451,0.506192173929166,0.562968005445882,0.745045045045045,0.641333850329585
Eclipse,svm,bootstrap,12,5952,3423,2529,1983,1140,843,Description_Summary,200,1139,836,1,7,0.576708860759494,0.125,0.350854430379747,0.576708860759494,0.993891797556719,0.729894264658763
Eclipse,svm,bootstrap,16,5952,3665,2287,1983,1221,762,Description_Summary,200,1221,761,0,1,0.616044399596367,0,0.308022199798184,0.616044399596367,0.999181669394435,0.762172284644195
Eclipse,svm,bootstrap,20,5952,3812,2140,1983,1270,713,Description_Summary,200,1268,712,2,1,0.64040404040404,0.666666666666667,0.653535353535354,0.64040404040404,0.999211977935382,0.780547860880271
Eclipse,svm,bootstrap,24,5952,3977,1975,1983,1325,658,Description_Summary,200,1325,657,0,1,0.668516649848638,0,0.334258324924319,0.668516649848638,0.999245852187029,0.801088270858525
Eclipse,svm,bootstrap,28,5952,4095,1857,1983,1364,619,Description_Summary,200,1364,617,0,2,0.688541140837961,0,0.34427057041898,0.688541140837961,0.998535871156662,0.81505826112937
Eclipse,svm,bootstrap,32,5952,4204,1748,1983,1401,582,Description_Summary,200,1401,581,0,1,0.70686175580222,0,0.35343087790111,0.70686175580222,0.999286733238231,0.828014184397163
Eclipse,svm,bootstrap,64,5952,4740,1212,1983,1579,404,Description_Summary,200,1579,404,0,0,0.796268280383258,NA,NA,0.796268280383258,1,0.88658057271196
Eclipse,svm,bootstrap,96,5952,4998,954,1983,1666,317,Description_Summary,200,1664,317,2,0,0.839979808177688,1,0.919989904088844,0.839979808177688,1,0.913031550068587
Eclipse,svm,bootstrap,128,5952,5191,761,1983,1730,253,Description_Summary,200,1729,252,1,1,0.872791519434629,0.5,0.686395759717314,0.872791519434629,0.999421965317919,0.93182430611695
Eclipse,svm,bootstrap,160,5952,5319,633,1983,1773,210,Description_Summary,200,1773,210,0,0,0.89409984871407,NA,NA,0.89409984871407,1,0.94408945686901
Eclipse,svm,bootstrap,192,5952,5406,546,1983,1802,181,Description_Summary,200,1802,181,0,0,0.908724155320222,NA,NA,0.908724155320222,1,0.95217965653897
Eclipse,svm,bootstrap,224,5952,5507,445,1983,1835,148,Description_Summary,200,1835,148,0,0,0.925365607665154,NA,NA,0.925365607665154,1,0.961236249345207
Eclipse,svm,bootstrap,256,5952,5571,381,1983,1856,127,Description_Summary,200,1856,127,0,0,0.935955622793747,NA,NA,0.935955622793747,1,0.966918468351133
Eclipse,svm,bootstrap,288,5952,5619,333,1983,1873,110,Description_Summary,200,1873,110,0,0,0.94452849218356,NA,NA,0.94452849218356,1,0.971473029045643
Eclipse,svm,bootstrap,320,5952,5667,285,1983,1888,95,Description_Summary,200,1888,95,0,0,0.952092788703984,NA,NA,0.952092788703984,1,0.975458537845518
Eclipse,svm,bootstrap,352,5952,5717,235,1983,1905,78,Description_Summary,200,1905,78,0,0,0.960665658093797,NA,NA,0.960665658093797,1,0.979938271604938
Eclipse,svm,bootstrap,384,5952,5754,198,1983,1917,66,Description_Summary,200,1917,66,0,0,0.966717095310136,NA,NA,0.966717095310136,1,0.983076923076923
Eclipse,svm,bootstrap,416,5952,5782,170,1983,1927,56,Description_Summary,200,1927,56,0,0,0.971759959657085,NA,NA,0.971759959657085,1,0.985677749360614
Eclipse,svm,bootstrap,448,5952,5814,138,1983,1937,46,Description_Summary,200,1937,46,0,0,0.976802824004034,NA,NA,0.976802824004034,1,0.988265306122449
Eclipse,svm,bootstrap,480,5952,5830,122,1983,1943,40,Description_Summary,200,1943,40,0,0,0.979828542612204,NA,NA,0.979828542612204,1,0.989811512990321
Eclipse,svm,bootstrap,512,5952,5844,108,1983,1947,36,Description_Summary,200,1947,36,0,0,0.981845688350983,NA,NA,0.981845688350983,1,0.990839694656489
Eclipse,svm,cv52,4,5952,2595,3357,1983,865,1118,Description_Summary,200,274,240,591,878,0.533073929961089,0.402314499659632,0.467694214810361,0.533073929961089,0.237847222222222,0.328931572629052
Eclipse,svm,cv52,8,5952,3174,2778,1983,1058,925,Description_Summary,200,734,546,324,379,0.5734375,0.460881934566145,0.517159717283073,0.5734375,0.65947888589398,0.613455913079816
Eclipse,svm,cv52,12,5952,3423,2529,1983,1140,843,Description_Summary,200,1123,805,17,38,0.58246887966805,0.309090909090909,0.445779894379479,0.58246887966805,0.967269595176572,0.727096147620589
Eclipse,svm,cv52,16,5952,3665,2287,1983,1221,762,Description_Summary,200,1180,713,41,49,0.623349181193872,0.455555555555556,0.539452368374714,0.623349181193872,0.96013018714402,0.755925688661115
Eclipse,svm,cv52,20,5952,3812,2140,1983,1270,713,Description_Summary,200,1262,705,8,8,0.641586171835282,0.5,0.570793085917641,0.641586171835282,0.993700787401575,0.779734321902997
Eclipse,svm,cv52,24,5952,3977,1975,1983,1325,658,Description_Summary,200,1322,654,3,4,0.669028340080972,0.428571428571429,0.5487998843262,0.669028340080972,0.996983408748115,0.800726832222895
Eclipse,svm,cv52,28,5952,4095,1857,1983,1364,619,Description_Summary,200,1360,612,4,7,0.689655172413793,0.363636363636364,0.526645768025078,0.689655172413793,0.99487929773226,0.814615154237796
Eclipse,svm,cv52,32,5952,4204,1748,1983,1401,582,Description_Summary,200,1399,578,2,4,0.707637835103692,0.333333333333333,0.520485584218513,0.707637835103692,0.997148966500356,0.827810650887574
Eclipse,svm,cv52,64,5952,4740,1212,1983,1579,404,Description_Summary,200,1579,404,0,0,0.796268280383258,NA,NA,0.796268280383258,1,0.88658057271196
Eclipse,svm,cv52,96,5952,4998,954,1983,1666,317,Description_Summary,200,1664,317,2,0,0.839979808177688,1,0.919989904088844,0.839979808177688,1,0.913031550068587
Eclipse,svm,cv52,128,5952,5191,761,1983,1730,253,Description_Summary,200,1730,253,0,0,0.872415532022189,NA,NA,0.872415532022189,1,0.931861028817668
Eclipse,svm,cv52,160,5952,5319,633,1983,1773,210,Description_Summary,200,1773,210,0,0,0.89409984871407,NA,NA,0.89409984871407,1,0.94408945686901
Eclipse,svm,cv52,192,5952,5406,546,1983,1802,181,Description_Summary,200,1802,181,0,0,0.908724155320222,NA,NA,0.908724155320222,1,0.95217965653897
Eclipse,svm,cv52,224,5952,5507,445,1983,1835,148,Description_Summary,200,1835,148,0,0,0.925365607665154,NA,NA,0.925365607665154,1,0.961236249345207
Eclipse,svm,cv52,256,5952,5571,381,1983,1856,127,Description_Summary,200,1856,127,0,0,0.935955622793747,NA,NA,0.935955622793747,1,0.966918468351133
Eclipse,svm,cv52,288,5952,5619,333,1983,1873,110,Description_Summary,200,1873,110,0,0,0.94452849218356,NA,NA,0.94452849218356,1,0.971473029045643
Eclipse,svm,cv52,320,5952,5667,285,1983,1888,95,Description_Summary,200,1888,95,0,0,0.952092788703984,NA,NA,0.952092788703984,1,0.975458537845518
Eclipse,svm,cv52,352,5952,5717,235,1983,1905,78,Description_Summary,200,1905,78,0,0,0.960665658093797,NA,NA,0.960665658093797,1,0.979938271604938
Eclipse,svm,cv52,384,5952,5754,198,1983,1917,66,Description_Summary,200,1917,66,0,0,0.966717095310136,NA,NA,0.966717095310136,1,0.983076923076923
Eclipse,svm,cv52,416,5952,5782,170,1983,1927,56,Description_Summary,200,1927,56,0,0,0.971759959657085,NA,NA,0.971759959657085,1,0.985677749360614
Eclipse,svm,cv52,448,5952,5814,138,1983,1937,46,Description_Summary,200,1937,46,0,0,0.976802824004034,NA,NA,0.976802824004034,1,0.988265306122449
Eclipse,svm,cv52,480,5952,5830,122,1983,1943,40,Description_Summary,200,1943,40,0,0,0.979828542612204,NA,NA,0.979828542612204,1,0.989811512990321
Eclipse,svm,cv52,512,5952,5844,108,1983,1947,36,Description_Summary,200,1947,36,0,0,0.981845688350983,NA,NA,0.981845688350983,1,0.990839694656489
Eclipse,knn,bootstrap,4,5607,2451,3156,1867,816,1051,Summary,200,293,372,523,679,0.440601503759398,0.435108153078203,0.437854828418801,0.440601503759398,0.301440329218107,0.357971899816738
Eclipse,knn,bootstrap,8,5607,3000,2607,1867,999,868,Summary,200,586,503,413,365,0.538108356290175,0.530848329048843,0.534478342669509,0.538108356290175,0.616193480546793,0.574509803921569
Eclipse,knn,bootstrap,12,5606,3236,2370,1868,1078,790,Summary,200,747,516,331,274,0.59144893111639,0.547107438016529,0.569278184566459,0.59144893111639,0.731635651322233,0.654115586690018
Eclipse,knn,bootstrap,16,5606,3465,2141,1868,1155,713,Summary,200,905,535,250,178,0.628472222222222,0.58411214953271,0.606292185877466,0.628472222222222,0.835641735918744,0.717399920729291
Eclipse,knn,bootstrap,20,5606,3605,2001,1868,1201,667,Summary,200,980,525,221,142,0.651162790697674,0.608815426997245,0.62998910884746,0.651162790697674,0.873440285204991,0.746098210886943
Eclipse,knn,bootstrap,24,5606,3759,1847,1868,1253,615,Summary,200,1081,500,172,115,0.683744465528147,0.599303135888502,0.641523800708324,0.683744465528147,0.903846153846154,0.778537990637378
Eclipse,knn,bootstrap,28,5606,3871,1735,1868,1290,578,Summary,200,1147,505,143,73,0.694309927360775,0.662037037037037,0.678173482198906,0.694309927360775,0.940163934426229,0.79874651810585
Eclipse,knn,bootstrap,32,5607,3972,1635,1867,1323,544,Summary,200,1219,487,104,57,0.71453692848769,0.645962732919255,0.680249830703473,0.71453692848769,0.955329153605016,0.81757209926224
Eclipse,knn,bootstrap,64,5606,4474,1132,1868,1491,377,Summary,200,1470,371,21,6,0.798479087452472,0.777777777777778,0.788128432615125,0.798479087452472,0.995934959349594,0.886343081097377
Eclipse,knn,bootstrap,96,5606,4716,890,1868,1572,296,Summary,200,1565,295,7,1,0.841397849462366,0.875,0.858198924731183,0.841397849462366,0.999361430395913,0.913601868067717
Eclipse,knn,bootstrap,128,5606,4896,710,1868,1632,236,Summary,200,1629,236,3,0,0.873458445040215,1,0.936729222520107,0.873458445040215,1,0.932455638236978
Eclipse,knn,bootstrap,160,5606,5014,592,1868,1671,197,Summary,200,1663,197,8,0,0.894086021505376,1,0.947043010752688,0.894086021505376,1,0.944081748509793
Eclipse,knn,bootstrap,192,5606,5094,512,1868,1698,170,Summary,200,1697,170,1,0,0.908944831280129,1,0.954472415640064,0.908944831280129,1,0.952300785634119
Eclipse,knn,bootstrap,224,5606,5191,415,1868,1730,138,Summary,200,1729,138,1,0,0.926084627745046,1,0.963042313872523,0.926084627745046,1,0.961624026696329
Eclipse,knn,bootstrap,256,5607,5250,357,1867,1749,118,Summary,200,1749,118,0,0,0.936797000535619,NA,NA,0.936797000535619,1,0.967367256637168
Eclipse,knn,bootstrap,288,5606,5295,311,1868,1765,103,Summary,200,1765,103,0,0,0.944860813704497,NA,NA,0.944860813704497,1,0.971648775116983
Eclipse,knn,bootstrap,320,5606,5339,267,1868,1779,89,Summary,200,1779,89,0,0,0.952355460385439,NA,NA,0.952355460385439,1,0.975596380586784
Eclipse,knn,bootstrap,352,5606,5388,218,1868,1796,72,Summary,200,1796,72,0,0,0.961456102783726,NA,NA,0.961456102783726,1,0.980349344978166
Eclipse,knn,bootstrap,384,5606,5421,185,1868,1807,61,Summary,200,1807,61,0,0,0.967344753747323,NA,NA,0.967344753747323,1,0.983401360544218
Eclipse,knn,bootstrap,416,5606,5448,158,1868,1816,52,Summary,200,1816,52,0,0,0.972162740899358,NA,NA,0.972162740899358,1,0.985884907709012
Eclipse,knn,bootstrap,448,5606,5478,128,1868,1826,42,Summary,200,1826,42,0,0,0.977516059957173,NA,NA,0.977516059957173,1,0.988630211153221
Eclipse,knn,bootstrap,480,5606,5494,112,1868,1831,37,Summary,200,1831,37,0,0,0.980192719486081,NA,NA,0.980192719486081,1,0.98999729656664
Eclipse,knn,bootstrap,512,5607,5508,99,1867,1835,32,Summary,200,1835,32,0,0,0.982860203535083,NA,NA,0.982860203535083,1,0.991356023770935
Eclipse,knn,cv52,4,5607,2451,3156,1867,816,1051,Summary,200,289,369,527,682,0.439209726443769,0.435897435897436,0.437553581170602,0.439209726443769,0.297631307929969,0.354818907305095
Eclipse,knn,cv52,8,5607,3000,2607,1867,999,868,Summary,200,585,496,414,372,0.541165587419056,0.526717557251908,0.533941572335482,0.541165587419056,0.61128526645768,0.574092247301276
Eclipse,knn,cv52,12,5606,3236,2370,1868,1078,790,Summary,200,744,518,334,272,0.589540412044374,0.551155115511551,0.570347763777963,0.589540412044374,0.732283464566929,0.653204565408253
Eclipse,knn,cv52,16,5606,3465,2141,1868,1155,713,Summary,200,905,533,250,180,0.629346314325452,0.581395348837209,0.605370831581331,0.629346314325452,0.834101382488479,0.717399920729291
Eclipse,knn,cv52,20,5606,3605,2001,1868,1201,667,Summary,200,974,528,227,139,0.648468708388815,0.620218579234973,0.634343643811894,0.648468708388815,0.875112309074573,0.744933078393881
Eclipse,knn,cv52,24,5606,3759,1847,1868,1253,615,Summary,200,1078,500,175,115,0.683143219264892,0.603448275862069,0.643295747563481,0.683143219264892,0.90360435875943,0.778058462648863
Eclipse,knn,cv52,28,5606,3871,1735,1868,1290,578,Summary,200,1142,505,148,73,0.693381906496661,0.669683257918552,0.681532582207606,0.693381906496661,0.939917695473251,0.798043326345213
Eclipse,knn,cv52,32,5607,3972,1635,1867,1323,544,Summary,200,1214,488,109,56,0.713278495887191,0.660606060606061,0.686942278246626,0.713278495887191,0.955905511811024,0.816958277254374
Eclipse,knn,cv52,64,5606,4474,1132,1868,1491,377,Summary,200,1471,371,20,6,0.798588490770901,0.769230769230769,0.783909630000835,0.798588490770901,0.995937711577522,0.886411569749925
Eclipse,knn,cv52,96,5606,4716,890,1868,1572,296,Summary,200,1565,295,7,1,0.841397849462366,0.875,0.858198924731183,0.841397849462366,0.999361430395913,0.913601868067717
Eclipse,knn,cv52,128,5606,4896,710,1868,1632,236,Summary,200,1629,236,3,0,0.873458445040215,1,0.936729222520107,0.873458445040215,1,0.932455638236978
Eclipse,knn,cv52,160,5606,5014,592,1868,1671,197,Summary,200,1663,197,8,0,0.894086021505376,1,0.947043010752688,0.894086021505376,1,0.944081748509793
Eclipse,knn,cv52,192,5606,5094,512,1868,1698,170,Summary,200,1697,170,1,0,0.908944831280129,1,0.954472415640064,0.908944831280129,1,0.952300785634119
