dataset,classifier,resampling,balancing,threshold,fixed_threshold,train_size,train_size_class_0,train_size_class_1,test_size,test_size_class_0,test_size_class_1,feature,n_term,tp,fp,tn,fn,acc_class_0,acc_class_1,balanced_acc,precision,recall,fmeasure
Eclipse,knn,cv,unbalanced,48,64,7909,5862,2047,2635,1953,682,short_long_description,200,1751,589,202,93,0.7482905982905983,0.6847457627118644,0.7165181805012313,0.7482905982905983,0.9495661605206074,0.8369980879541109
Eclipse,knn,cv,custom,52,64,4094,2047,2047,1364,682,682,short_long_description,200,250,222,432,460,0.5296610169491526,0.484304932735426,0.5069829748422893,0.5296610169491526,0.352112676056338,0.4230118443316413
Eclipse,knn,cv,downsample,52,64,4094,2047,2047,1364,682,682,short_long_description,200,250,222,432,460,0.5296610169491526,0.484304932735426,0.5069829748422893,0.5296610169491526,0.352112676056338,0.4230118443316413
Eclipse,knn,cv,smote,52,64,10031,5937,4094,3343,1979,1364,short_long_description,200,782,252,1197,1112,0.7562862669245648,0.5184062364660026,0.6373462516952837,0.7562862669245648,0.41288278775079196,0.5341530054644807
Eclipse,knn,cv,unbalanced,52,64,7984,5937,2047,2661,1979,682,short_long_description,200,1750,592,229,90,0.7472245943637916,0.7178683385579937,0.7325464664608927,0.7472245943637916,0.9510869565217391,0.8369201339072214
Eclipse,knn,cv,custom,56,64,4094,2047,2047,1364,682,682,short_long_description,200,262,210,420,472,0.5550847457627118,0.47085201793721976,0.5129683818499657,0.5550847457627118,0.3569482288828338,0.43449419568822556
Eclipse,knn,cv,downsample,56,64,4094,2047,2047,1364,682,682,short_long_description,200,262,210,420,472,0.5550847457627118,0.47085201793721976,0.5129683818499657,0.5550847457627118,0.3569482288828338,0.43449419568822556
Eclipse,knn,cv,smote,56,64,10118,6024,4094,3371,2007,1364,short_long_description,200,763,225,1244,1139,0.7722672064777328,0.522031053294167,0.64714912988595,0.7722672064777328,0.4011566771819138,0.5280276816608996
Eclipse,knn,cv,unbalanced,56,64,8071,6024,2047,2689,2007,682,short_long_description,200,1783,603,224,79,0.7472757753562448,0.7392739273927392,0.743274851374492,0.7472757753562448,0.9575725026852846,0.8394538606403013
Eclipse,knn,cv,custom,60,64,4094,2047,2047,1364,682,682,short_long_description,200,249,224,433,458,0.5264270613107822,0.48597081930415265,0.5061989403074674,0.5264270613107822,0.3521923620933522,0.42203389830508475
Eclipse,knn,cv,downsample,60,64,4094,2047,2047,1364,682,682,short_long_description,200,249,224,433,458,0.5264270613107822,0.48597081930415265,0.5061989403074674,0.5264270613107822,0.3521923620933522,0.42203389830508475
